SL,SMILE1,SMILE2,Temperature,Prompt,Non_Reactive_groups,Source_File
39,C=CCc1ccccc1OCC(O)COC(=O)C=CC,C=C(C)C(=C)OCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.6,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,[],properties_generated_responses_large.json
40,C=C(C)C(=O)OC,CNC(=O)C(=C4OC4=O)C(=O)OC(C)C,1.6,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,[],properties_generated_responses_large.json
41,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C,1.6,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,[],properties_generated_responses_large.json
42,C=CCOC(CC)(CO)CO,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,0.5,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
43,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,0.5,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
44,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,0.5,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
45,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,NCc1cccc(CN)c1,0.8,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
46,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCCOCCOCCN,0.8,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
47,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,NCc1cccc(CN)c1,0.8,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
48,Nc2cccc(S(=O)(=O)c1cccc(N)c1)c2,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.0,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
49,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC1(C)CC(N)CC(C)(CN)C1,1.0,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
50,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CC1)C,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
51,C2OC2COC3COC4C(OC2CO2)COC34,NCC,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
52,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
53,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(CN)CCCN,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
54,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
55,CC(COC(=O)CCS)COC(=O)CCS,NCc1cccc(CN)c1,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
56,O=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,CC(C)(C)N,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
57,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,CCC(COCC(C)C)(COCC(C)C)COCC(C)C,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
58,COc1ccc(cc1)C(=O)/C(=C/C(=O)[O-])/Br,CC1(C)CC(N)CC(C)(CN)C1,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,[],properties_generated_responses_large.json
59,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,1.0,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
60,C=CCOCC(CO)(COCC=C)COCC=C,OOCC(COCC1CO1)(COCC2CO2)COCC3CO3,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
61,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCC(C)N,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
62,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
63,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,COc5ccc(Cc4ccc(C)cc4)cc5,1.6,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
64,C=C(C(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,1.6,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,[],properties_generated_responses_large.json
65,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCc1cccc(CN)c1,1.0,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,[],groups_generated_responses_large.json
66,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CC(=O)NCCC1=CNC(=O)C1=O,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,[],groups_generated_responses_large.json
67,c1cc(ccc1NC(=O)/C=C/C(=O)[O-])S(=O)(=O)N,C[C@@H](C(=O)N[C@H]1CCSC1=O)SC(=O)c2cccs2,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,[],groups_generated_responses_large.json
68,c1ccccc1N2C(=O)C=CC2=O,CC1(C)CC(N)CC(C)(CN)C1,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,[],groups_generated_responses_large.json
69,C1OC1COC3COC4C(OC2CO2)COC34,NC,1.6,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,[],groups_generated_responses_large.json
70,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.6,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and hydroxyl(=O) functionalities.,[],groups_generated_responses_large.json
71,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C[C@H],1.3,"Provide a pair of monomers suitable for TSMPs, one rich in vinyl(C=C) and the other in thiol(CCS) groups.",[],groups_generated_responses_large.json
72,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
73,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
74,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
75,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
76,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
77,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
78,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
79,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
80,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
81,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C[C@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
82,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
83,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
84,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
85,C=CCOCC(CO)(COCC=C)COCC=C,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
86,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)N)N,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
87,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
88,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
89,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
90,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
91,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
92,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
93,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
94,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
95,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
96,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
97,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
98,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
99,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
100,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
101,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
102,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
103,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
104,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
105,CCOC(=O)/C(=C/c1ccc(cc1)[N+](=O)[O-])/C(=O)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,[],groups_generated_responses_large.json
106,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(CN)CCCN,1.0,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.",[],mix_generated_responses_large.json
107,CC(C/OCC1CO1)(COCC2CO2)COCC3CO3,CC(N)COCC/C(=O)/O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.6,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.",[],mix_generated_responses_large.json
108,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
109,C=C(C)C(=O)OCCCC,C=COC(=O)CC(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
110,C#CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC#C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
111,C=CC1=C([O])C(=C(C(=O)C1=O)CC=C(Cl)Cl)[O-],CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
112,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.0,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
113,C=CCc1ccccc1OCCC3COC(=O)CC3C(=O)OCC2CO2,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC,1.3,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
114,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C,1.3,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
115,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
116,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
117,CCC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CCCCCCCCCN,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
118,C=C(C)C(=O)OCCCC,C,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
119,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,1.0,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
120,C=CC(=O)OCCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=Cc1ccccc1,1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
121,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,c1ccc3c(c1)c2ccccc2C3=O,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
122,C=CCOCC(CO)(COCC=C)COCC=C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,0.8,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
123,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,0.8,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
124,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
125,C1OC1COC3COC4C(OC2CO2)COC34,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
