SL,Monomer 1,Monomer 2,Output_text,Group1,Group2,Temperature,Tg,Er,Prompt,Fixed Monomer 1,Fixed Monomer 2,Predicted Tg New,Predicted Er New,Difference Tg New,Difference Er New
201,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",,,0.3,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,50.57002639770508,14.100987434387207,49.42997360229492,85.8990125656128
202,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,38.83071517944336,13.74260425567627,61.16928482055664,86.25739574432373
203,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.3,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,54.924964904785156
204,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(C)(C)N,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.3,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(C)(C)N,161.87168884277344,42.88105392456055,61.87168884277344,57.11894607543945
205,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,86.65148639678955
206,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,86.65148639678955
207,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",,,0.5,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,50.57002639770508,14.100987434387207,49.42997360229492,85.8990125656128
208,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.5,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,43.84037399291992,84.84703540802002
209,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,86.65148639678955
210,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,86.65148639678955
211,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCCCCC,"To achieve Tg of 100Â°C and Er of 100Mpa, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CCCC(=O)OCCCCC",,,0.7,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCCCCC,57.21030807495117,14.209050178527832,42.78969192504883,85.79094982147217
212,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.7,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,43.84037399291992,84.84703540802002
213,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCCCCCCCCCCN,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CCCCCCCCCCCCN",,,0.7,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCCCCCCCCCCN,73.74205780029297,14.065377235412598,0.0,85.9346227645874
214,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"Great choice of properties and groups. Here's a compatible monomer pair:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.7,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,54.924964904785156
215,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.7,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,43.84037399291992,84.84703540802002
216,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S,"Great choice of properties and groups. Here's a TSMP that matches your request:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(CCS)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S",,,0.9,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S,186.4919891357422,32.12559509277344,86.49198913574219,67.87440490722656
217,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)CO,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)CO",,,0.9,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)CO,72.1481704711914,18.173627853393555,0.0,81.82637214660645
218,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCOCCOCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCOCCOCCN",,,0.9,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCOCCOCCN,68.14073944091797,16.855539321899414,31.85926055908203,83.14446067810059
219,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.9,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,43.84037399291992,84.84703540802002
220,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS",,,0.9,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,68.73884582519531,30.21291732788086,31.261154174804688,69.78708267211914
221,Cc2cccc1c2C(=O)OC(=O)Cc2ccc(OCC1CO1)c2CCc2ccc(OCC3CO3)c2OCC4CO4,Nc1c(S)n(S)c1n(S)c2c(N)n(S)c1c1c(N)n(S)c2c(S)n(S)c1N,"Based on your requirements, I suggest the following monomers:
Monomer 1: Cc2cccc1c2C(=O)OC(=O)Cc2ccc(OCC1CO1)c2CCc2ccc(OCC3CO3)c2OCC4CO4
Monomer 2: Nc1c(S)n(S)c1n(S)c2c(N)n(S)c1c1c(N)n(S)c2c(S)n(S)c1N",,,1.0,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,Not found,Not found,,,,
222,C=CC(=O)OC(C=C)C(=O)OCC(C)=OCC(C)=OCC(C)(C)C,CC(=O)NCC1(C)CC(NC(=O)CC2(C)CC(C2)NCC(=O)OCC3(C)CC(C3)N)CC4(C)CC(NC(=O)CC5(C)CC(C5)N)CC1,"To achieve Tg of 100Â°C and Er of 100Mpa, consider this monomer pair:
Monomer 1: C=CC(=O)OC(C=C)C(=O)OCC(C)=OCC(C)=OCC(C)(C)C
Monomer 2: CC(=O)NCC1(C)CC(NC(=O)CC2(C)CC(C2)NCC(=O)OCC3(C)CC(C3)N)CC4(C)CC(NC(=O)CC5(C)CC(C5)N)CC1",,,1.0,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CCC(O)OC(CC)C(O)OCC(C)OCC(C)OCC(C)(C)C,CC1CC(NC(O)CC2(C)CC(N)C2)CCC(C)(CNC(C)O)CC(NC(O)CC2(C)CC(NCC(O)OCC3(C)CC(N)C3)C2)C1,114.13347625732422,29.3102970123291,0.0,70.6897029876709
223,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"Based on your requirements, I recommend the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,1.0,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,54.924964904785156
224,Nc2ccc(OCC1CO1)c2Cc4ccc(Nc3ccc(OCC4CO4)c3)cc1,CC1(C)CC(N)CC(C)(CN)C1,"Here's a TSMP designed for Tg â‰ˆ 100Â°C and Er â‰ˆ 100Mpa:
Monomer 1: Nc2ccc(OCC1CO1)c2Cc4ccc(Nc3ccc(OCC4CO4)c3)cc1
Monomer 2: CC1(C)CC(N)CC(C)(CN)C1",,,1.0,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,Not found,Not found,,,,
225,CC(C)(c2ccc(OCCOCCOCCCOCC1CO1)cc2)c4ccc(OCCOCCOCCCOCC3CO3)cc4,O=c1n(CCSCC)c(=O)n(CCSCC)c(=O)n1CCSCC,"Based on your requirements, I recommend the following monomers:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCCOCC1CO1)cc2)c4ccc(OCCOCCOCCCOCC3CO3)cc4
Monomer 2: O=c1n(CCSCC)c(=O)n(CCSCC)c(=O)n1CCSCC",,,1.0,100.0,100.0,Design a TSMP with a glass transition temperature of 100Â°C and an recovery stress of 100 MPa.,CC(C)(c2ccc(OCCOCCOCCCOCC1CO1)cc2)c4ccc(OCCOCCOCCCOCC3CO3)cc4,O=c1n(CCSCC)c(=O)n(CCSCC)c(=O)n1CCSCC,103.25908660888672,21.812925338745117,0.0,78.18707466125488
226,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
227,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 50Â°C and Er of 20Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,38.83071517944336,13.74260425567627,0.0,0.0
228,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
229,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
230,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.3,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
231,CC(C)(c2ccc(OCCOCCOCCOC1CC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOC3CC3)cc4,NCCCOCCCOCCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOC1CC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOC3CC3)cc4
Monomer 2: NCCCOCCCOCCCOCCCN",,,0.5,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCCOCCOCCOC1CC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOC3CC3)cc4,NCCCOCCCOCCCOCCCN,74.71414947509766,14.229449272155762,0.0,0.0
232,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
233,CC(C)(c2ccc(OCCOCCOCCOCC1CCC1)cc2)c4ccc(OCCOCCOCCOCC3CCC3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 50Â°C and Er of 20Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCC1CCC1)cc2)c4ccc(OCCOCCOCCOCC3CCC3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCCOCCOCCOCC1CCC1)cc2)c4ccc(OCCOCCOCCOCC3CCC3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,133.03326416015625,27.27532386779785,83.03326416015625,0.0
234,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"To achieve Tg of 50Â°C and Er of 20Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.5,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,0.0,0.0
235,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,38.207401275634766,12.801766395568848,0.0,0.0
236, CC(=O)OCCn1c(=O)n(CCOC(=O)C(C)C(C)(C)C)CN(CCOC(=O)C(C)C(C)(C)C)CCOC(=O)C(C)C(C)(C),CC(C)(C)N,"Here is a TSMP designed for Tg â‰ˆ 50Â°C and Er â‰ˆ 20Mpa:
Monomer 1: CC(=O)OCCn1c(=O)n(CCOC(=O)C(C)C(C)(C)C)CN(CCOC(=O)C(C)C(C)(C)C)CCOC(=O)C(C)C(C)(C)C
Monomer 2: CC(C)(C)N",,,0.7,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,Not found,Not found,,,,
237,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.7,50.0,20.0,Suggest a polymer system for Tg â‰ˆ 50Â°C and Er â‰ˆ 20 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,0.0,0.0
