prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,140.0,120.21355,80.0,27.723152,-19.786453247070312,-52.27684783935547
"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,140.0,123.115685,80.0,27.835617,-16.884315490722656,-52.16438293457031
"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,140.0,144.03302,80.0,27.917141,4.03302001953125,-52.08285903930664
"Suggest a TSMP system that satisfies Tg = 60°C and Er = 100 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities.",c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,60.0,56.647762,100.0,39.09152,-3.3522377014160156,-60.90848159790039
"Suggest a TSMP system that satisfies Tg = 60°C and Er = 100 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities.",C=COC(=O)CCC(=O)OCCCC,CCCCCCCCCCN,60.0,56.925747,100.0,8.868979,-3.0742530822753906,-91.13102054595947
"Suggest a TSMP system that satisfies Tg = 60°C and Er = 100 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities.",C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCc1cc(C)c(N)c(CC)c1OC,60.0,110.48189,100.0,25.756166,50.48188781738281,-74.24383354187012
"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.",C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=COC(=O)CCCCC(=O)OCCOCCOCCOC(=O)C(C)(N)N,100.0,123.298256,100.0,15.218242,23.298255920410156,-84.78175830841064
"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.",C=C(C)C(=O)OC,C=CCc1ccccc1OCC(O)C,100.0,76.86439,100.0,23.12164,-23.13561248779297,-76.87836074829102
"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.",CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=Cc1cccc(C=C)c1,100.0,102.46913,100.0,76.81142,2.4691314697265625,-23.188583374023438
"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.",CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,O=C1CCCC(=O)O1,100.0,91.78593,100.0,226.73535,-8.214073181152344,126.7353515625
"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.",C=COC(=O)CCCCCC(C)(C)C,CC(C.CC)(CO)CO,40.0,91.242294,80.0,15.508367,51.24229431152344,-64.49163341522217
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,CCC(OCC(C)OCC(C)C)CCOCC(C)OCC(C)C,C(=O)OC(=O)C1CCCC1,100.0,126.60038,100.0,111.52762,26.600379943847656,11.527618408203125
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,CCCCCOC(=O)CCCCC(=O)OCCCC,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,100.0,44.82977,100.0,20.18902,-55.170230865478516,-79.81097984313965
"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.",C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,140.0,105.46318,80.0,21.003721,-34.53681945800781,-58.99627876281738
"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.",CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCCCCCCCOC(=O)CCS,140.0,35.053738,80.0,19.593683,-104.94626235961914,-60.40631675720215
Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C(CC)(C)CS,60.0,69.56052,100.0,24.049932,9.560516357421875,-75.9500675201416
Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C(C)C(=O)OC,60.0,83.80024,100.0,22.3655,23.80023956298828,-77.63450050354004
Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C(COC(=O)CCS)C(CC)(CC)C(C)(C)C,60.0,53.970303,100.0,23.02575,-6.029697418212891,-76.97425079345703
Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,O=COC(=O)C(=C)C,60.0,113.463066,100.0,25.760483,53.46306610107422,-74.23951721191406
Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C(CSS)S/C=C(C)C,60.0,123.49539,100.0,27.958567,63.495391845703125,-72.04143333435059
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,100.0,145.46599,100.0,28.235094,45.46598815917969,-71.76490592956543
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,40.0,313.64038,80.0,21.987669,273.640380859375,-58.01233100891113
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,40.0,250.73135,80.0,37.66704,210.73135375976562,-42.33295822143555
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOCC(COCC=C)OCC=COCC=C,100.0,30.518255,100.0,17.513268,-69.48174476623535,-82.48673248291016
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,295.49957,100.0,86.69932,195.49957275390625,-13.300682067871094
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,150.0,145.46599,200.0,28.235094,-4.5340118408203125,-171.76490592956543
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,NCCCOCCOCCCN,140.0,67.22495,80.0,18.906914,-72.7750473022461,-61.09308624267578
Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,C=CCOC(CC)(CO)CO,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,60.0,203.4513,100.0,18.661375,143.4512939453125,-81.33862495422363
Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,60.0,286.6204,100.0,79.58522,226.62039184570312,-20.414779663085938
Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,C=Cc1ccccc1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,60.0,210.61855,100.0,24.771942,150.61854553222656,-75.22805786132812
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,365.26376,100.0,62.51148,265.2637634277344,-37.488521575927734
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,396.51562,100.0,66.759094,296.515625,-33.24090576171875
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,400.08765,100.0,66.99656,300.087646484375,-33.003440856933594
Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,150.0,199.50778,200.0,27.066015,49.507781982421875,-172.93398475646973
Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,150.0,112.69987,200.0,22.836075,-37.300132751464844,-177.16392517089844
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,140.0,136.15767,80.0,107.09366,-3.8423309326171875,27.093658447265625
Propose two monomers that form a TSMP with Tg = 60°C and Er = 100 MPa.,Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,60.0,289.99887,100.0,88.810196,229.99887084960938,-11.189804077148438
Propose two monomers that form a TSMP with Tg = 60°C and Er = 100 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(C)=O,60.0,93.29515,100.0,19.122368,33.29515075683594,-80.87763214111328
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CCOC(CC)(CO)CO,CC1(C)CC(N)CC(C)(CN)C1,100.0,59.41779,100.0,20.639677,-40.582210540771484,-79.36032295227051
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,200.12015,100.0,20.891706,100.12014770507812,-79.1082935333252
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CCOC(CC)(CO)CO,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,203.4513,100.0,18.661375,103.4512939453125,-81.33862495422363
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,294.40112,100.0,81.1348,194.401123046875,-18.865196228027344
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCCCCCCCCCN,100.0,83.75069,100.0,30.180727,-16.249313354492188,-69.81927299499512
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC,CCCCCCCCCCCCCCCN,40.0,140.56145,80.0,21.432014,100.56144714355469,-58.56798553466797
