SL,File_Source,Row_Original,Monomer 1,Monomer 2,Status
172,extracted_monomers_gpt4o_mini_group-u.csv,10,Cccc(OCCOCCOC(=O)C(=O),OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
173,extracted_monomers_gpt4o_mini_group-u.csv,11,CC(C(C)C1CCC2NN(C(OC3CO3)C(OC3CO3)C(OC3CO3)C(OC3CO3)C(OC3CO3)C(OC3CO3)C(OC3CO3)C(CO)C3OCC3OCC3OC3C3CO3)CCN21)C(CC(C)N(C)C)N(C)C,CC1=C(C)N(CCN(CC)CC)C(=O)N1CC(C)C(=O)N1CCN(CCN2CCN(CCN(C)CC)(CCN2)CC)CCN1,New_Unique
174,extracted_monomers_gpt4o_mini_group-u.csv,12,Cc1cc(c2ccccc2)c(C(=O)OCCOCCOCCOCCOC(=O)C(=O)CCCCC(=O)OCCOCCOCCOCCOC(=O)C(=O)CCCCC(=O)OCCOCCOCCOCCOCC(=O)NCC1CO1)C(=O)OCCOCCOCCOCCOCC(=O)NCC1CO1,CC(N)COCC(C)OCC(C)OCC(C)N,New_Unique
175,extracted_monomers_gpt4o_mini_group-u.csv,13,Cc3cc(OCC1CO1)c2cc(Cc1ccc(OCC(O)COc4ccc(Cc5ccc(OCC(O)COc3ccc(2OC4)CC)CC5)CC7)CC6)cc1CC7 COCC(C)OCC(C)COcccc(OCC(C)COcccc(Cc4ccc(OCC(C)COc7ccc(Cc6ccc(OCC2CO2)CC5)CC4)CC3)CC)CC(C)COc9ccc(OCC8CO8)CC(C)c9,COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,New_Unique
176,extracted_monomers_gpt4o_mini_group-u.csv,14,Cc1ccc2c(c1)c3ccccc3c2CC(OCC4CO4)CC(CC)COCC5CO5,CC1(C)CC(N)CC(C)(CN)C1,New_Unique
177,extracted_monomers_gpt4o_mini_group-u.csv,15,CC(C)(c1ccc(OCCOCCOCCOC2CC2)cc1)c1ccc(OCCOCCOCCOC2CC2)cc1,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,New_Unique
178,extracted_monomers_gpt4o_mini_group-u.csv,16,Ccccc(OCC1CO1)c2ccc(Cc1ccc(OCC4CO4)cc1)cc2,CCC(N)CCOCCOCCCNC1(CC)C=CC(CCC2(N)C=CC(CCNCCCOCCOCCCN)=C2)=C1,New_Unique
179,extracted_monomers_gpt4o_mini_group-u.csv,18,CCC(CC2)(CC1)C3CC(C1-C(=O)OCC4CO4-C(=O)OCC(C)C(C)C(C)(C)C4CO4)C2CC3,O=c1nc(=O)n(c1=O)c3c(=O)n(c2c(=O)nc2=O)c3=O,New_Unique
180,extracted_monomers_gpt4o_mini_group-u.csv,20,CC(C)(c1ccc(OCCOCCOCCOCC2CCC2)cc1)c1ccc(OCCOCCOCCOCC2CCC2)cc1,NCCNCCN,New_Unique
181,extracted_monomers_gpt4o_mini_group-u.csv,21,c1cc(OCC1CO)ccc1CC(OCC2CO2)CC1,CC(N)COCC(C)OCC(C)OCC(C)N,New_Unique
182,extracted_monomers_gpt4o_mini_group-u.csv,22,CC1=CC(C)=c2cc(CC3CC3)oc2=CC(C)=C1C,CC(C)(c1ccc(NCC2CO2)cc1)c1ccc(NCC2CO2)cc1,New_Unique
183,extracted_monomers_gpt4o_mini_group-u.csv,23,CC1=CCC2COC3=CC=C(CC3)C(COC3CCC(C(=O)NCC(=O)OCC4CO4)CC3)COC2=C1,NCCCOCCCOCCCN,New_Unique
184,extracted_monomers_gpt4o_mini_group-u.csv,24,Cc3cc(c1cc(OCC2CO2)cc1O)cc(c3O)(c4cc(OCC6CO6)cc4OCCC(O)(CO)CO)CCS(=O)(=O)NCC5CO5,CC1(C)CC(N)CC(O)C1,New_Unique
185,extracted_monomers_gpt4o_mini_group-u.csv,25,Cc3ccc2Cc(=O)c1cc(OCc1cc2-c3)c(=O)C4=CC(=C(O4)C)C(=C)C(=O)OCC(c5ccc(OCC(=O)OCC)(c5)Cc6ccc(OCC(=O)OCC)(c6)C(=O)OCC(=O)OCC)C(=O)OCC(=O)OCC,NCC(C)N(CC)(CC)CC,New_Unique
186,extracted_monomers_gpt4o_mini_group-u.csv,26,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCCCCCCCSCCCCCCCCCCC,New_Unique
187,extracted_monomers_gpt4o_mini_group-u.csv,27,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(CS)CC(CS)CC(CS)COC(=O)CC(=O)OCC(COCC(COCC(COCC1CO1)COCC1CO1)COCC1CO1)COC(=O)CC(=O)OCC(COCC1COC1)COCC(COCC1CO1)COCC1CO1,New_Unique
188,extracted_monomers_gpt4o_mini_group-u.csv,28,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,New_Unique
189,extracted_monomers_gpt4o_mini_group-u.csv,29,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCOC(=O)CCC,New_Unique
190,extracted_monomers_gpt4o_mini_group-u.csv,30,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCCC(COC(=O)CC)(COC(=O)CC)COC(=O)CC,New_Unique
191,extracted_monomers_gpt4o_mini_group-u.csv,31,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCSCC(CC)(CSCCC)CSCCC,New_Unique
192,extracted_monomers_gpt4o_mini_group-u.csv,32,C=C(C)C(=O)OCCn1c(=O)n(C(=O)OCC)(C(=O)OCC)n(C(=O)OCC)c1=O,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,New_Unique
193,extracted_monomers_gpt4o_mini_group-u.csv,34,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCCCCCCCSCCCCCCCCCCC,New_Unique
194,extracted_monomers_gpt4o_mini_group-u.csv,35,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C(=C)C)cn(CCOC(=O)C(=C)C)c1=O,Cc1ccc(NCCOCCOCCN)cc1,New_Unique
195,extracted_monomers_gpt4o_mini_group-u.csv,36,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C(=C)C)cn(CCOC(=O)C(=C)C)c1=O,CC(CS)COC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCS,New_Unique
196,extracted_monomers_gpt4o_mini_group-u.csv,37,C=C(CC)(C)OCCn1c(=O)n(CCOC(=O)CC)c(=O)n(CCOC(=O)CC)c(=O)n1CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)NCCS(=O)(=O)NCCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O),CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
197,extracted_monomers_gpt4o_mini_group-u.csv,38,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C(=C)C)cn1C,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)NCC(C)NCC(C)NCC(C)NCC(C)NCC(C)N,New_Unique
198,extracted_monomers_gpt4o_mini_group-u.csv,39,C=Cc1cccc(Oc3ccc(C=C)c(OCC)(c3)C(=O)OCC)c2c1Cc1ccc(Oc4ccc(C=C)c(OCC)(c4)C(=O)OCC)c2c1CCS1,CCC(CS)CC(CS)CC(CS)CC(COC(C)C(N)=O)COC(C)C(N)=O,New_Unique
199,extracted_monomers_gpt4o_mini_group-u.csv,40,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,CCC(CS)CC(CS)CC(CS)CC(CS)CCS,New_Unique
200,extracted_monomers_gpt4o_mini_group-u.csv,42,c1ccc2c3c(ccc2c1)OCCOCC3OCC1CO1,CCOC(=O)CC(=O)OCC(CS)CC(CS)CC(C)CS,New_Unique
201,extracted_monomers_gpt4o_mini_group-u.csv,43,C=CCC(=C)OCCN1C(=O)N(CCOC(=O)CC=C)C(=O)N(CCOC(=O)CC=C)C(=O)N1CCOC(=O)CC=C,CCC(CCS)(CCS)CCS,New_Unique
202,extracted_monomers_gpt4o_mini_group-u.csv,44,C=C(C)C(=O)OCCn1c(=O)n(C(=O)OCC(C)(C)C)SN1c(=O)C(=O)OCC(C)(C)C,CC(CCS)(CCS)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCS,New_Unique
203,extracted_monomers_gpt4o_mini_group-u.csv,45,C=C(C)C(=O)OCC(O)(COC(=O)C(=C)C)COC(=O)C(=C)C,CCCCCCCCCSCCCCCCCS,New_Unique
204,extracted_monomers_gpt4o_mini_group-u.csv,46,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C(=C)C)cn(CCOC(=O)C(=C)C)c1=O,CC(COc3ccc(C(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC1(C)CC(C)C1)cc2CCCC2OCC3(C)CC(C)(CC3)C(=O)OCC4(C)CC(C)(CC4)C(=O)OCC5(C)CC(C)(CC5)C(=O)OCC6(C)CC(C)(CC6)C(=O)OCC7(C)CC(C)(CC7)C(=O)OCC8(C)CC(C)(CC8)C(=O)OCC9(C)CC(C)(CC9)C(=O)OCC(C)OC(=O)CC(C)OC(=O)CC(C)OC(=O)CC(C)OC(=O)CC(C)OC(=O,New_Unique
205,extracted_monomers_gpt4o_mini_group-u.csv,47,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
206,extracted_monomers_gpt4o_mini_group-u.csv,48,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CC1=CC=CC=C1)(CC3=CC=CC=C3)CC2=CC=CC=C2,New_Unique
207,extracted_monomers_gpt4o_mini_group-u.csv,49,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CC1=CC=CC=C1)(CC2=CC=CC=C2)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,New_Unique
208,extracted_monomers_gpt4o_mini_group-u.csv,52,C=C(C)C(=C)OCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,New_Unique
209,extracted_monomers_gpt4o_mini_group-u.csv,53,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CC)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,New_Unique
210,extracted_monomers_gpt4o_mini_group-u.csv,54,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS(N)(=O)=O)OCC(COC(=O)NCCS(=O)(=O)C(C)=O)(COC(=O)NCCS(=O)(=O)C(C)=O)COC(=O)NCCS(=O)(=O)C(C)=O,New_Unique
211,extracted_monomers_gpt4o_mini_group-u.csv,55,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,New_Unique
212,extracted_monomers_gpt4o_mini_group-u.csv,56,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CCOC(=O)NCCN(C)CCOC(=O)C=C,New_Unique
213,extracted_monomers_gpt4o_mini_group-u.csv,57,C=C(C)OCOC(=C)C(=C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C(=C)C)c1=O,New_Unique
214,extracted_monomers_gpt4o_mini_group-u.csv,58,C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,New_Unique
215,extracted_monomers_gpt4o_mini_group-u.csv,60,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCCOCCOC(=O)C(=C)C,New_Unique
216,extracted_monomers_gpt4o_mini_group-u.csv,62,C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,New_Unique
217,extracted_monomers_gpt4o_mini_group-u.csv,63,C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOC(=O)CCCCCCOC(=O)CC=C,New_Unique
218,extracted_monomers_gpt4o_mini_group-u.csv,64,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)OCCCCC)OCC(COC(=O)S(=O)(C(CC)CC)(C(CC)CC)C(CC)CC)C(=O)OCCS(=O)(=O)OCCCCC)C(=C)C,New_Unique
219,extracted_monomers_gpt4o_mini_group-u.csv,65,C=C(C)C(=C)CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=C)C(=C)C(=C)C,CC(C)(C)c2ccc(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC1OCC1)cc1c(C)c(CC(C)(C)C)c(C(C)(C)C)c(C(C)(C)C)c(CC1=c(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)C1O)C(=C)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC2OCC2)C(=C)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O,New_Unique
220,extracted_monomers_gpt4o_mini_group-u.csv,66,C=CC,CC(C)(C)C(=O)OCC(OCC(OCC(OCC(OCC(C)OCC(OCC(OCC(OCC(OCC(C)OCC(OCC(OCC(OCC1CO1)OCC2CO2)OCC3CO3)OCC4CO4)OCC5CO5)OCC6CO6)OCC7CO7)OCC8CO8)OCC9CO9)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC1CO1,New_Unique
221,extracted_monomers_gpt4o_mini_group-u.csv,67,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(Cc1ccccc1CC=C(Cc1ccccc1)OCc1ccccc1)OCc1ccccc1,New_Unique
222,extracted_monomers_gpt4o_mini_group-u.csv,68,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(CCOCC1CO1)CCOCC4OCC3OCC(C3COC4COC(=O)CC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC1CO1Please note that these monomers might not meet the functional group criteria anymore.,New_Unique
223,extracted_monomers_gpt4o_mini_group-u.csv,69,C=C(C)C(=C)CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=C)C(=C)C,C=C(C)OC(=O)CCSC(=O)NCC(C)=O,New_Unique
224,extracted_monomers_gpt4o_mini_group-u.csv,70,C=CCOc1ccc(C(C)(C)OCC=C)cc1,CC(C/C=C)\C(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC(O)COC(=O)CC(C)(C)C2CC1CCC1)cc3)cc4c2CCC(OCC(O)COC(=O)CC(C)(C)C2CCC4)CC1OCC(O)CO1,New_Unique
225,extracted_monomers_gpt4o_mini_group-u.csv,71,C=CCc1ccccc1OCC(O)COc1ccccc1Cc1ccc(OCC2CO2)cc1,C=CCc1ccccc1OCC1(COC2(C=C)CC2)CC1COC(C=C)CC1(C=C)COC1(C=C)CC1(C=C)OCC1(C=C)COC1(C=C)CC1,New_Unique
226,extracted_monomers_gpt4o_mini_group-u.csv,72,C=C(C=O)OCCn1c(=O)n(CCOC(=O)CC1=O)CCOC(=O)CC2=OCCO2,C=Cn1c(=O)n(CCS(=O)(=O)CC)c(=O)n(CCS(=O)(=O)CC)c1=O,New_Unique
227,extracted_monomers_gpt4o_mini_group-u.csv,75,C=C(C=O)OCCn1c(=O)n(CCOC(=O)C(C)=O)c(=O)n(CCOC(=O)C(C)=O)c1=O,C=C(CCS(=O)(=O)N)OCCn1c(=O)n(CCOC(=O)C(CC)(C)C)cn1C,New_Unique
228,extracted_monomers_gpt4o_mini_group-u.csv,77,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
229,extracted_monomers_gpt4o_mini_group-u.csv,78,C=CC(=C)C(=C)OCOCCOC(=O)C(=C)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,New_Unique
230,extracted_monomers_gpt4o_mini_group-u.csv,79,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
231,extracted_monomers_gpt4o_mini_group-u.csv,80,CC(C)(C)c1ccc(OCC2CO2)cc1,CC(C)(C)N,New_Unique
232,extracted_monomers_gpt4o_mini_group-u.csv,81,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)O)OCC(=O)OCC(CCS(=O)(=O)O)COC(=O)NCC1(C)CC(NC(=O)OCC(=O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)CO1,New_Unique
233,extracted_monomers_gpt4o_mini_group-u.csv,82,C=C(C)C(=C)(c3ccc(OCCOCCOCCOC4CCC(C(C)(C)C4)OCCOCCOCC2OCCOCC1OCC1CC2)cc3)c6ccc(OCCOCCOCC5CCC(C(c2ccc(OCCOCCOCC1CCC(C)(C)OCCOCCOCC4CCC(C3)OCCOCCOCC2)C5)CC4)cc2)c6,C=C(C)CCS(=O)(=O)OCC1CO1,New_Unique
234,extracted_monomers_gpt4o_mini_group-u.csv,83,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=O,New_Unique
235,extracted_monomers_gpt4o_mini_group-u.csv,84,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
236,extracted_monomers_gpt4o_mini_group-u.csv,85,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
237,extracted_monomers_gpt4o_mini_group-u.csv,86,C=CC(=C)C(=O)OCC(O)COc3ccc2OCC(C)(c2c1ccc(OCC(O)COC(=O)C(=C)C(=C)O1)cc3)CC4=c2cc(OCC(O)COC(=O)C(=C)C(=C)O1)cc(OCC(O)COC(=O)C(=C)C(=C)O4)cc2OCC(O)COC(=O)C(=C)C(=C)O4 monomer1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
238,extracted_monomers_gpt4o_mini_group-u.csv,87,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)CC=C)c(=O)n(CCOC(=O)CC=C)n1,New_Unique
239,extracted_monomers_gpt4o_mini_group-u.csv,88,C=C(C)C(=C)OCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)COCCCCCCOC(=O)C(=C)C,New_Unique
240,extracted_monomers_gpt4o_mini_group-u.csv,89,C=C(C)C(=O)OCC(O)(COC(=O)C(=C)C(C)(C)C)COC(=O)C(=C)C(C)(C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
241,extracted_monomers_gpt4o_mini_group-u.csv,91,C=C(C)C(=C)OCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
242,extracted_monomers_gpt4o_mini_group-u.csv,92,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCC,New_Unique
243,extracted_monomers_gpt4o_mini_group-u.csv,93,C=C(C=O)OCCnc(=O)n(Cc3ccccc3)c(=O)n(CCOCC)oCCS(=O)(=O)NCCc2cc(C(=O)OCC=C)ccc2OCC=C,C=Cncc(CC=C)cn(CC=C)n,New_Unique
244,extracted_monomers_gpt4o_mini_group-u.csv,94,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)CCN)OCC(COc1ccc(OCC(C)OCC2CO2)cc1)OCC1CO1,New_Unique
245,extracted_monomers_gpt4o_mini_group-u.csv,95,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
